iter,start,end
0, 2019-10-27 17:29:08.045518,2019-10-27 17:29:25.354020
1, 2019-10-27 17:29:25.354020,2019-10-27 17:29:42.631229
2, 2019-10-27 17:29:42.631229,2019-10-27 17:29:59.877136
3, 2019-10-27 17:29:59.877136,2019-10-27 17:30:17.169972
4, 2019-10-27 17:30:17.169972,2019-10-27 17:30:34.447188
5, 2019-10-27 17:30:34.447188,2019-10-27 17:30:51.786955
6, 2019-10-27 17:30:51.786955,2019-10-27 17:31:09.173454
7, 2019-10-27 17:31:09.173454,2019-10-27 17:31:26.451684
8, 2019-10-27 17:31:26.451684,2019-10-27 17:31:43.775762
9, 2019-10-27 17:31:43.775762,2019-10-27 17:32:01.068599
10, 2019-10-27 17:32:01.068599,2019-10-27 17:32:18.361435
11, 2019-10-27 17:32:18.361435,2019-10-27 17:32:35.732380
12, 2019-10-27 17:32:35.732380,2019-10-27 17:32:53.415749
13, 2019-10-27 17:32:53.415749,2019-10-27 17:33:10.708586
14, 2019-10-27 17:33:10.708586,2019-10-27 17:33:27.954559
15, 2019-10-27 17:33:27.954559,2019-10-27 17:33:45.200531
16, 2019-10-27 17:33:45.200531,2019-10-27 17:34:02.509034
17, 2019-10-27 17:34:02.509034,2019-10-27 17:34:19.817448
18, 2019-10-27 17:34:19.817448,2019-10-27 17:34:37.016555
19, 2019-10-27 17:34:37.016555,2019-10-27 17:34:54.356323
