iter,start,end
0, 2019-10-27 08:41:37.999489,2019-10-27 08:41:39.421073
1, 2019-10-27 08:41:39.421073,2019-10-27 08:41:40.842571
2, 2019-10-27 08:41:40.842571,2019-10-27 08:41:42.248544
3, 2019-10-27 08:41:42.248544,2019-10-27 08:41:43.654453
4, 2019-10-27 08:41:43.654453,2019-10-27 08:41:45.060371
5, 2019-10-27 08:41:45.060371,2019-10-27 08:41:46.466292
6, 2019-10-27 08:41:46.466292,2019-10-27 08:41:47.872211
7, 2019-10-27 08:41:47.872211,2019-10-27 08:41:49.262509
8, 2019-10-27 08:41:49.262509,2019-10-27 08:41:50.668433
9, 2019-10-27 08:41:50.668433,2019-10-27 08:41:52.074349
10, 2019-10-27 08:41:52.074349,2019-10-27 08:41:53.511469
11, 2019-10-27 08:41:53.511469,2019-10-27 08:41:54.917387
12, 2019-10-27 08:41:54.917387,2019-10-27 08:41:56.323349
13, 2019-10-27 08:41:56.323349,2019-10-27 08:41:57.729268
14, 2019-10-27 08:41:57.729268,2019-10-27 08:41:59.135188
15, 2019-10-27 08:41:59.135188,2019-10-27 08:42:00.541106
16, 2019-10-27 08:42:00.541106,2019-10-27 08:42:01.947028
17, 2019-10-27 08:42:01.947028,2019-10-27 08:42:03.337325
18, 2019-10-27 08:42:03.352904,2019-10-27 08:42:04.758823
19, 2019-10-27 08:42:04.758823,2019-10-27 08:42:06.164743
