iter,start,end
0, 2019-10-27 08:36:08.895212,2019-10-27 08:36:10.441721
1, 2019-10-27 08:36:10.441721,2019-10-27 08:36:11.878857
2, 2019-10-27 08:36:11.878857,2019-10-27 08:36:13.331640
3, 2019-10-27 08:36:13.331640,2019-10-27 08:36:14.784431
4, 2019-10-27 08:36:14.784431,2019-10-27 08:36:16.237208
5, 2019-10-27 08:36:16.237208,2019-10-27 08:36:17.674372
6, 2019-10-27 08:36:17.674372,2019-10-27 08:36:19.127154
7, 2019-10-27 08:36:19.127154,2019-10-27 08:36:20.579936
8, 2019-10-27 08:36:20.579936,2019-10-27 08:36:22.017099
9, 2019-10-27 08:36:22.017099,2019-10-27 08:36:23.469911
10, 2019-10-27 08:36:23.469911,2019-10-27 08:36:24.922667
11, 2019-10-27 08:36:24.922667,2019-10-27 08:36:26.375449
12, 2019-10-27 08:36:26.375449,2019-10-27 08:36:27.812612
13, 2019-10-27 08:36:27.812612,2019-10-27 08:36:29.265395
14, 2019-10-27 08:36:29.265395,2019-10-27 08:36:30.702582
15, 2019-10-27 08:36:30.702582,2019-10-27 08:36:32.155299
16, 2019-10-27 08:36:32.155299,2019-10-27 08:36:33.608124
17, 2019-10-27 08:36:33.608124,2019-10-27 08:36:35.060909
18, 2019-10-27 08:36:35.060909,2019-10-27 08:36:36.498069
19, 2019-10-27 08:36:36.498069,2019-10-27 08:36:37.966431
