iter,start,end
0, 2019-10-27 16:59:22.074843,2019-10-27 16:59:35.243594
1, 2019-10-27 16:59:35.243594,2019-10-27 16:59:48.349973
2, 2019-10-27 16:59:48.349973,2019-10-27 17:00:01.503154
3, 2019-10-27 17:00:01.503154,2019-10-27 17:00:14.656333
4, 2019-10-27 17:00:14.656333,2019-10-27 17:00:27.825063
5, 2019-10-27 17:00:27.825063,2019-10-27 17:00:40.993932
6, 2019-10-27 17:00:40.993932,2019-10-27 17:00:54.100177
7, 2019-10-27 17:00:54.100177,2019-10-27 17:01:07.237801
8, 2019-10-27 17:01:07.237801,2019-10-27 17:01:20.359742
9, 2019-10-27 17:01:20.359742,2019-10-27 17:01:33.512915
10, 2019-10-27 17:01:33.512915,2019-10-27 17:01:46.681717
11, 2019-10-27 17:01:46.681717,2019-10-27 17:01:59.834869
12, 2019-10-27 17:01:59.834869,2019-10-27 17:02:13.050490
13, 2019-10-27 17:02:13.050490,2019-10-27 17:02:26.188047
14, 2019-10-27 17:02:26.188047,2019-10-27 17:02:39.388156
15, 2019-10-27 17:02:39.388156,2019-10-27 17:02:52.463228
16, 2019-10-27 17:02:52.463228,2019-10-27 17:03:05.710137
17, 2019-10-27 17:03:05.710137,2019-10-27 17:03:18.863314
18, 2019-10-27 17:03:18.863314,2019-10-27 17:03:32.016490
19, 2019-10-27 17:03:32.016490,2019-10-27 17:03:45.247774
