iter,start,end
0, 2019-10-27 09:03:32.235044,2019-10-27 09:03:33.484764
1, 2019-10-27 09:03:33.484764,2019-10-27 09:03:34.718812
2, 2019-10-27 09:03:34.718812,2019-10-27 09:03:35.968518
3, 2019-10-27 09:03:35.968518,2019-10-27 09:03:37.218180
4, 2019-10-27 09:03:37.218180,2019-10-27 09:03:38.467885
5, 2019-10-27 09:03:38.467885,2019-10-27 09:03:39.733214
6, 2019-10-27 09:03:39.733214,2019-10-27 09:03:40.982920
7, 2019-10-27 09:03:40.982920,2019-10-27 09:03:42.232626
8, 2019-10-27 09:03:42.232626,2019-10-27 09:03:43.466711
9, 2019-10-27 09:03:43.466711,2019-10-27 09:03:44.700796
10, 2019-10-27 09:03:44.700796,2019-10-27 09:03:45.950501
11, 2019-10-27 09:03:45.950501,2019-10-27 09:03:47.184587
12, 2019-10-27 09:03:47.184587,2019-10-27 09:03:48.434292
13, 2019-10-27 09:03:48.434292,2019-10-27 09:03:49.668378
14, 2019-10-27 09:03:49.668378,2019-10-27 09:03:50.918083
15, 2019-10-27 09:03:50.918083,2019-10-27 09:03:52.167790
16, 2019-10-27 09:03:52.167790,2019-10-27 09:03:53.433186
17, 2019-10-27 09:03:53.433186,2019-10-27 09:03:54.682893
18, 2019-10-27 09:03:54.682893,2019-10-27 09:03:55.932573
19, 2019-10-27 09:03:55.932573,2019-10-27 09:03:57.213508
