iter,start,end
0, 2019-10-27 16:09:32.663794,2019-10-27 16:09:47.566563
1, 2019-10-27 16:09:47.566563,2019-10-27 16:10:02.203842
2, 2019-10-27 16:10:02.203842,2019-10-27 16:10:16.872285
3, 2019-10-27 16:10:16.872285,2019-10-27 16:10:31.556356
4, 2019-10-27 16:10:31.556356,2019-10-27 16:10:46.224781
5, 2019-10-27 16:10:46.224781,2019-10-27 16:11:00.877567
6, 2019-10-27 16:11:00.877567,2019-10-27 16:11:15.499152
7, 2019-10-27 16:11:15.499152,2019-10-27 16:11:30.198845
8, 2019-10-27 16:11:30.198845,2019-10-27 16:11:44.836050
9, 2019-10-27 16:11:44.836050,2019-10-27 16:11:59.457636
10, 2019-10-27 16:11:59.457636,2019-10-27 16:12:14.126086
11, 2019-10-27 16:12:14.126086,2019-10-27 16:12:28.810228
12, 2019-10-27 16:12:28.810228,2019-10-27 16:12:43.462985
13, 2019-10-27 16:12:43.462985,2019-10-27 16:12:58.147122
14, 2019-10-27 16:12:58.147122,2019-10-27 16:13:12.846814
15, 2019-10-27 16:13:12.846814,2019-10-27 16:13:27.546508
16, 2019-10-27 16:13:27.546508,2019-10-27 16:13:42.246199
17, 2019-10-27 16:13:42.246199,2019-10-27 16:13:56.930244
18, 2019-10-27 16:13:56.930244,2019-10-27 16:14:11.567410
19, 2019-10-27 16:14:11.567410,2019-10-27 16:14:26.267174
