iter,start,end
0, 2019-10-27 09:14:22.205788,2019-10-27 09:14:23.908516
1, 2019-10-27 09:14:23.908516,2019-10-27 09:14:25.595620
2, 2019-10-27 09:14:25.595620,2019-10-27 09:14:27.251412
3, 2019-10-27 09:14:27.251412,2019-10-27 09:14:28.891721
4, 2019-10-27 09:14:28.891721,2019-10-27 09:14:30.531967
5, 2019-10-27 09:14:30.531967,2019-10-27 09:14:32.172198
6, 2019-10-27 09:14:32.172198,2019-10-27 09:14:33.812410
7, 2019-10-27 09:14:33.812410,2019-10-27 09:14:35.452677
8, 2019-10-27 09:14:35.452677,2019-10-27 09:14:37.108498
9, 2019-10-27 09:14:37.108498,2019-10-27 09:14:38.764399
10, 2019-10-27 09:14:38.764399,2019-10-27 09:14:40.420259
11, 2019-10-27 09:14:40.420259,2019-10-27 09:14:42.122915
12, 2019-10-27 09:14:42.122915,2019-10-27 09:14:43.825709
13, 2019-10-27 09:14:43.825709,2019-10-27 09:14:45.481499
14, 2019-10-27 09:14:45.481499,2019-10-27 09:14:47.121740
15, 2019-10-27 09:14:47.121740,2019-10-27 09:14:48.761979
16, 2019-10-27 09:14:48.761979,2019-10-27 09:14:50.417840
17, 2019-10-27 09:14:50.417840,2019-10-27 09:14:52.058079
18, 2019-10-27 09:14:52.058079,2019-10-27 09:14:53.714008
19, 2019-10-27 09:14:53.714008,2019-10-27 09:14:55.401094
