iter,start,end
0, 2019-10-27 08:30:43.319734,2019-10-27 08:30:44.600676
1, 2019-10-27 08:30:44.600676,2019-10-27 08:30:45.881626
2, 2019-10-27 08:30:45.881626,2019-10-27 08:30:47.146953
3, 2019-10-27 08:30:47.146953,2019-10-27 08:30:48.427902
4, 2019-10-27 08:30:48.427902,2019-10-27 08:30:49.693235
5, 2019-10-27 08:30:49.693235,2019-10-27 08:30:50.974115
6, 2019-10-27 08:30:50.974115,2019-10-27 08:30:52.270727
7, 2019-10-27 08:30:52.270727,2019-10-27 08:30:53.551629
8, 2019-10-27 08:30:53.551629,2019-10-27 08:30:54.817010
9, 2019-10-27 08:30:54.817010,2019-10-27 08:30:56.097906
10, 2019-10-27 08:30:56.097906,2019-10-27 08:30:57.378856
11, 2019-10-27 08:30:57.378856,2019-10-27 08:30:58.644228
12, 2019-10-27 08:30:58.644228,2019-10-27 08:30:59.925132
13, 2019-10-27 08:30:59.925132,2019-10-27 08:31:01.190505
14, 2019-10-27 08:31:01.190505,2019-10-27 08:31:02.471475
15, 2019-10-27 08:31:02.471475,2019-10-27 08:31:03.736802
16, 2019-10-27 08:31:03.736802,2019-10-27 08:31:05.017730
17, 2019-10-27 08:31:05.017730,2019-10-27 08:31:06.298706
18, 2019-10-27 08:31:06.298706,2019-10-27 08:31:07.579582
19, 2019-10-27 08:31:07.579582,2019-10-27 08:31:08.860531
