iter,start,end
0, 2019-10-27 17:39:54.397676,2019-10-27 17:40:09.019284
1, 2019-10-27 17:40:09.019284,2019-10-27 17:40:23.625182
2, 2019-10-27 17:40:23.625182,2019-10-27 17:40:38.199903
3, 2019-10-27 17:40:38.199903,2019-10-27 17:40:52.805948
4, 2019-10-27 17:40:52.805948,2019-10-27 17:41:07.380656
5, 2019-10-27 17:41:07.380656,2019-10-27 17:41:21.955310
6, 2019-10-27 17:41:21.955310,2019-10-27 17:41:36.576965
7, 2019-10-27 17:41:36.576965,2019-10-27 17:41:51.167238
8, 2019-10-27 17:41:51.167238,2019-10-27 17:42:05.757580
9, 2019-10-27 17:42:05.757580,2019-10-27 17:42:20.379229
10, 2019-10-27 17:42:20.379229,2019-10-27 17:42:35.016411
11, 2019-10-27 17:42:35.016411,2019-10-27 17:42:49.669271
12, 2019-10-27 17:42:49.669271,2019-10-27 17:43:04.243922
13, 2019-10-27 17:43:04.243922,2019-10-27 17:43:18.834306
14, 2019-10-27 17:43:18.834306,2019-10-27 17:43:33.408986
15, 2019-10-27 17:43:33.408986,2019-10-27 17:43:48.030601
16, 2019-10-27 17:43:48.030601,2019-10-27 17:44:02.761568
17, 2019-10-27 17:44:02.761568,2019-10-27 17:44:17.461265
18, 2019-10-27 17:44:17.461265,2019-10-27 17:44:32.051541
19, 2019-10-27 17:44:32.051541,2019-10-27 17:44:46.641884
