iter,start,end
0, 2019-10-27 08:58:05.568780,2019-10-27 08:58:06.896616
1, 2019-10-27 08:58:06.896616,2019-10-27 08:58:08.224402
2, 2019-10-27 08:58:08.224402,2019-10-27 08:58:09.552174
3, 2019-10-27 08:58:09.552174,2019-10-27 08:58:10.895608
4, 2019-10-27 08:58:10.895608,2019-10-27 08:58:12.223419
5, 2019-10-27 08:58:12.223419,2019-10-27 08:58:13.551233
6, 2019-10-27 08:58:13.551233,2019-10-27 08:58:14.863425
7, 2019-10-27 08:58:14.863425,2019-10-27 08:58:16.191236
8, 2019-10-27 08:58:16.191236,2019-10-27 08:58:17.503503
9, 2019-10-27 08:58:17.503503,2019-10-27 08:58:18.815621
10, 2019-10-27 08:58:18.815621,2019-10-27 08:58:20.143432
11, 2019-10-27 08:58:20.143432,2019-10-27 08:58:21.455679
12, 2019-10-27 08:58:21.455679,2019-10-27 08:58:22.799104
13, 2019-10-27 08:58:22.799104,2019-10-27 08:58:24.126871
14, 2019-10-27 08:58:24.126871,2019-10-27 08:58:25.501549
15, 2019-10-27 08:58:25.501549,2019-10-27 08:58:26.844983
16, 2019-10-27 08:58:26.844983,2019-10-27 08:58:28.204038
17, 2019-10-27 08:58:28.204038,2019-10-27 08:58:29.563093
18, 2019-10-27 08:58:29.563093,2019-10-27 08:58:30.875285
19, 2019-10-27 08:58:30.875285,2019-10-27 08:58:32.203099
