iter,start,end
0, 2019-10-27 09:19:55.448874,2019-10-27 09:19:57.073561
1, 2019-10-27 09:19:57.073561,2019-10-27 09:19:58.682559
2, 2019-10-27 09:19:58.682559,2019-10-27 09:20:00.307185
3, 2019-10-27 09:20:00.307185,2019-10-27 09:20:01.931756
4, 2019-10-27 09:20:01.931756,2019-10-27 09:20:03.540790
5, 2019-10-27 09:20:03.540790,2019-10-27 09:20:05.149791
6, 2019-10-27 09:20:05.149791,2019-10-27 09:20:06.758783
7, 2019-10-27 09:20:06.758783,2019-10-27 09:20:08.383402
8, 2019-10-27 09:20:08.383402,2019-10-27 09:20:09.992397
9, 2019-10-27 09:20:09.992397,2019-10-27 09:20:11.601394
10, 2019-10-27 09:20:11.601394,2019-10-27 09:20:13.210391
11, 2019-10-27 09:20:13.210391,2019-10-27 09:20:14.819389
12, 2019-10-27 09:20:14.819389,2019-10-27 09:20:16.444005
13, 2019-10-27 09:20:16.444005,2019-10-27 09:20:18.053004
14, 2019-10-27 09:20:18.053004,2019-10-27 09:20:19.661999
15, 2019-10-27 09:20:19.661999,2019-10-27 09:20:21.271002
16, 2019-10-27 09:20:21.271002,2019-10-27 09:20:22.895619
17, 2019-10-27 09:20:22.895619,2019-10-27 09:20:24.520237
18, 2019-10-27 09:20:24.520237,2019-10-27 09:20:26.144855
19, 2019-10-27 09:20:26.144855,2019-10-27 09:20:27.769473
