iter,start,end
0, 2019-10-27 09:25:27.802340,2019-10-27 09:25:29.426978
1, 2019-10-27 09:25:29.426978,2019-10-27 09:25:30.801588
2, 2019-10-27 09:25:30.801588,2019-10-27 09:25:32.160723
3, 2019-10-27 09:25:32.160723,2019-10-27 09:25:33.535387
4, 2019-10-27 09:25:33.535387,2019-10-27 09:25:34.910077
5, 2019-10-27 09:25:34.910077,2019-10-27 09:25:36.284741
6, 2019-10-27 09:25:36.284741,2019-10-27 09:25:37.659350
7, 2019-10-27 09:25:37.659350,2019-10-27 09:25:39.034027
8, 2019-10-27 09:25:39.034027,2019-10-27 09:25:40.408705
9, 2019-10-27 09:25:40.408705,2019-10-27 09:25:41.783381
10, 2019-10-27 09:25:41.783381,2019-10-27 09:25:43.142437
11, 2019-10-27 09:25:43.158058,2019-10-27 09:25:44.517114
12, 2019-10-27 09:25:44.517114,2019-10-27 09:25:45.891789
13, 2019-10-27 09:25:45.891789,2019-10-27 09:25:47.266467
14, 2019-10-27 09:25:47.266467,2019-10-27 09:25:48.641144
15, 2019-10-27 09:25:48.641144,2019-10-27 09:25:50.015821
16, 2019-10-27 09:25:50.015821,2019-10-27 09:25:51.374921
17, 2019-10-27 09:25:51.374921,2019-10-27 09:25:52.749554
18, 2019-10-27 09:25:52.749554,2019-10-27 09:25:54.139919
19, 2019-10-27 09:25:54.139919,2019-10-27 09:25:55.514595
