iter,start,end
0, 2019-10-27 08:47:06.196664,2019-10-27 08:47:07.493303
1, 2019-10-27 08:47:07.493303,2019-10-27 08:47:08.774225
2, 2019-10-27 08:47:08.774225,2019-10-27 08:47:10.055129
3, 2019-10-27 08:47:10.055129,2019-10-27 08:47:11.320458
4, 2019-10-27 08:47:11.320458,2019-10-27 08:47:12.601406
5, 2019-10-27 08:47:12.601406,2019-10-27 08:47:13.866734
6, 2019-10-27 08:47:13.866734,2019-10-27 08:47:15.147683
7, 2019-10-27 08:47:15.147683,2019-10-27 08:47:16.413011
8, 2019-10-27 08:47:16.413011,2019-10-27 08:47:17.678417
9, 2019-10-27 08:47:17.678417,2019-10-27 08:47:18.943735
10, 2019-10-27 08:47:18.943735,2019-10-27 08:47:20.224684
11, 2019-10-27 08:47:20.224684,2019-10-27 08:47:21.490011
12, 2019-10-27 08:47:21.490011,2019-10-27 08:47:22.755337
13, 2019-10-27 08:47:22.755337,2019-10-27 08:47:24.036285
14, 2019-10-27 08:47:24.036285,2019-10-27 08:47:25.301612
15, 2019-10-27 08:47:25.301612,2019-10-27 08:47:26.582495
16, 2019-10-27 08:47:26.582495,2019-10-27 08:47:27.863513
17, 2019-10-27 08:47:27.863513,2019-10-27 08:47:29.128840
18, 2019-10-27 08:47:29.128840,2019-10-27 08:47:30.409792
19, 2019-10-27 08:47:30.409792,2019-10-27 08:47:31.675113
