iter,start,end
0, 2019-10-27 08:52:31.708312,2019-10-27 08:52:33.426696
1, 2019-10-27 08:52:33.426696,2019-10-27 08:52:35.098139
2, 2019-10-27 08:52:35.098139,2019-10-27 08:52:36.769577
3, 2019-10-27 08:52:36.769577,2019-10-27 08:52:38.487965
4, 2019-10-27 08:52:38.487965,2019-10-27 08:52:40.175028
5, 2019-10-27 08:52:40.175028,2019-10-27 08:52:41.846509
6, 2019-10-27 08:52:41.846509,2019-10-27 08:52:43.517991
7, 2019-10-27 08:52:43.517991,2019-10-27 08:52:45.205095
8, 2019-10-27 08:52:45.205095,2019-10-27 08:52:46.907860
9, 2019-10-27 08:52:46.907860,2019-10-27 08:52:48.610544
10, 2019-10-27 08:52:48.610544,2019-10-27 08:52:50.328890
11, 2019-10-27 08:52:50.328890,2019-10-27 08:52:52.015994
12, 2019-10-27 08:52:52.015994,2019-10-27 08:52:53.734386
13, 2019-10-27 08:52:53.734386,2019-10-27 08:52:55.437063
14, 2019-10-27 08:52:55.437063,2019-10-27 08:52:57.155410
15, 2019-10-27 08:52:57.155410,2019-10-27 08:52:58.842513
16, 2019-10-27 08:52:58.842513,2019-10-27 08:53:00.513995
17, 2019-10-27 08:53:00.513995,2019-10-27 08:53:02.185477
18, 2019-10-27 08:53:02.185477,2019-10-27 08:53:03.841338
19, 2019-10-27 08:53:03.841338,2019-10-27 08:53:05.528441
