iter,start,end
0, 2019-10-27 09:08:57.258587,2019-10-27 09:08:58.539576
1, 2019-10-27 09:08:58.539576,2019-10-27 09:08:59.789282
2, 2019-10-27 09:08:59.789282,2019-10-27 09:09:01.023324
3, 2019-10-27 09:09:01.023324,2019-10-27 09:09:02.273031
4, 2019-10-27 09:09:02.273031,2019-10-27 09:09:03.538359
5, 2019-10-27 09:09:03.538359,2019-10-27 09:09:04.788107
6, 2019-10-27 09:09:04.788107,2019-10-27 09:09:06.022216
7, 2019-10-27 09:09:06.022216,2019-10-27 09:09:07.303140
8, 2019-10-27 09:09:07.303140,2019-10-27 09:09:08.552872
9, 2019-10-27 09:09:08.552872,2019-10-27 09:09:09.786957
10, 2019-10-27 09:09:09.786957,2019-10-27 09:09:11.021017
11, 2019-10-27 09:09:11.021017,2019-10-27 09:09:12.239438
12, 2019-10-27 09:09:12.239438,2019-10-27 09:09:13.473523
13, 2019-10-27 09:09:13.473523,2019-10-27 09:09:14.707608
14, 2019-10-27 09:09:14.707608,2019-10-27 09:09:15.941693
15, 2019-10-27 09:09:15.941693,2019-10-27 09:09:17.191440
16, 2019-10-27 09:09:17.191440,2019-10-27 09:09:18.425484
17, 2019-10-27 09:09:18.425484,2019-10-27 09:09:19.659569
18, 2019-10-27 09:09:19.659569,2019-10-27 09:09:20.909275
19, 2019-10-27 09:09:20.909275,2019-10-27 09:09:22.158981
