iter,start,end
0,2019-10-31 04:38:33.522540,2019-10-31 04:38:33.756860
1,2019-10-31 04:38:33.756860,2019-10-31 04:38:33.772480
2,2019-10-31 04:38:33.772480,2019-10-31 04:38:33.788102
3,2019-10-31 04:38:33.788102,2019-10-31 04:38:33.803725
4,2019-10-31 04:38:33.803725,2019-10-31 04:38:33.834965
5,2019-10-31 04:38:33.834965,2019-10-31 04:38:33.850586
6,2019-10-31 04:38:33.850586,2019-10-31 04:38:33.866209
7,2019-10-31 04:38:33.866209,2019-10-31 04:38:33.897452
8,2019-10-31 04:38:33.897452,2019-10-31 04:38:33.913072
9,2019-10-31 04:38:33.913072,2019-10-31 04:38:33.928692
10,2019-10-31 04:38:33.928692,2019-10-31 04:38:33.944314
11,2019-10-31 04:38:33.944314,2019-10-31 04:38:33.959935
12,2019-10-31 04:38:33.959935,2019-10-31 04:38:33.975557
13,2019-10-31 04:38:33.975557,2019-10-31 04:38:33.975557
14,2019-10-31 04:38:33.975557,2019-10-31 04:38:33.991178
15,2019-10-31 04:38:33.991178,2019-10-31 04:38:34.006799
16,2019-10-31 04:38:34.006799,2019-10-31 04:38:34.006799
17,2019-10-31 04:38:34.006799,2019-10-31 04:38:34.022421
18,2019-10-31 04:38:34.022421,2019-10-31 04:38:34.038041
19,2019-10-31 04:38:34.038041,2019-10-31 04:38:34.053663
