iter,start,end
0,2019-10-31 04:31:33.481129,2019-10-31 04:31:33.684231
1,2019-10-31 04:31:33.684231,2019-10-31 04:31:33.699828
2,2019-10-31 04:31:33.699828,2019-10-31 04:31:33.715449
3,2019-10-31 04:31:33.715449,2019-10-31 04:31:33.731071
4,2019-10-31 04:31:33.731071,2019-10-31 04:31:33.746693
5,2019-10-31 04:31:33.746693,2019-10-31 04:31:33.762313
6,2019-10-31 04:31:33.762313,2019-10-31 04:31:33.777935
7,2019-10-31 04:31:33.777935,2019-10-31 04:31:33.793555
8,2019-10-31 04:31:33.793555,2019-10-31 04:31:33.809178
9,2019-10-31 04:31:33.809178,2019-10-31 04:31:33.809178
10,2019-10-31 04:31:33.809178,2019-10-31 04:31:33.824798
11,2019-10-31 04:31:33.824798,2019-10-31 04:31:33.840420
12,2019-10-31 04:31:33.840420,2019-10-31 04:31:33.856040
13,2019-10-31 04:31:33.856040,2019-10-31 04:31:33.856040
14,2019-10-31 04:31:33.856040,2019-10-31 04:31:33.871662
15,2019-10-31 04:31:33.871662,2019-10-31 04:31:33.887288
16,2019-10-31 04:31:33.887288,2019-10-31 04:31:33.902905
17,2019-10-31 04:31:33.902905,2019-10-31 04:31:33.902905
18,2019-10-31 04:31:33.902905,2019-10-31 04:31:33.918526
19,2019-10-31 04:31:33.918526,2019-10-31 04:31:33.918526
