iter,start,end
0,2019-10-31 04:17:31.967823,2019-10-31 04:17:32.202109
1,2019-10-31 04:17:32.202109,2019-10-31 04:17:32.217731
2,2019-10-31 04:17:32.217731,2019-10-31 04:17:32.233354
3,2019-10-31 04:17:32.233354,2019-10-31 04:17:32.249018
4,2019-10-31 04:17:32.249018,2019-10-31 04:17:32.264594
5,2019-10-31 04:17:32.264594,2019-10-31 04:17:32.280216
6,2019-10-31 04:17:32.280216,2019-10-31 04:17:32.280216
7,2019-10-31 04:17:32.280216,2019-10-31 04:17:32.295841
8,2019-10-31 04:17:32.295841,2019-10-31 04:17:32.311467
9,2019-10-31 04:17:32.311467,2019-10-31 04:17:32.327086
10,2019-10-31 04:17:32.327086,2019-10-31 04:17:32.358328
11,2019-10-31 04:17:32.358328,2019-10-31 04:17:32.373950
12,2019-10-31 04:17:32.373950,2019-10-31 04:17:32.373950
13,2019-10-31 04:17:32.373950,2019-10-31 04:17:32.389566
14,2019-10-31 04:17:32.389566,2019-10-31 04:17:32.405187
15,2019-10-31 04:17:32.405187,2019-10-31 04:17:32.436428
16,2019-10-31 04:17:32.436428,2019-10-31 04:17:32.436428
17,2019-10-31 04:17:32.436428,2019-10-31 04:17:32.452049
18,2019-10-31 04:17:32.452049,2019-10-31 04:17:32.452049
19,2019-10-31 04:17:32.452049,2019-10-31 04:17:32.467707
