iter,start,end
0,2019-10-31 05:42:23.682082,2019-10-31 05:42:23.916401
1,2019-10-31 05:42:23.916401,2019-10-31 05:42:23.932022
2,2019-10-31 05:42:23.932022,2019-10-31 05:42:23.963265
3,2019-10-31 05:42:23.963265,2019-10-31 05:42:23.978886
4,2019-10-31 05:42:23.978886,2019-10-31 05:42:23.994509
5,2019-10-31 05:42:23.994509,2019-10-31 05:42:24.025752
6,2019-10-31 05:42:24.025752,2019-10-31 05:42:24.041379
7,2019-10-31 05:42:24.041379,2019-10-31 05:42:24.056995
8,2019-10-31 05:42:24.056995,2019-10-31 05:42:24.072615
9,2019-10-31 05:42:24.072615,2019-10-31 05:42:24.088237
10,2019-10-31 05:42:24.088237,2019-10-31 05:42:24.103858
11,2019-10-31 05:42:24.103858,2019-10-31 05:42:24.119480
12,2019-10-31 05:42:24.119480,2019-10-31 05:42:24.135100
13,2019-10-31 05:42:24.135100,2019-10-31 05:42:24.150723
14,2019-10-31 05:42:24.150723,2019-10-31 05:42:24.150723
15,2019-10-31 05:42:24.150723,2019-10-31 05:42:24.166344
16,2019-10-31 05:42:24.166344,2019-10-31 05:42:24.181966
17,2019-10-31 05:42:24.181966,2019-10-31 05:42:24.197586
18,2019-10-31 05:42:24.197586,2019-10-31 05:42:24.213208
19,2019-10-31 05:42:24.213208,2019-10-31 05:42:24.213208
