iter,start,end
0,2019-10-31 04:23:57.968639,2019-10-31 04:23:58.187337
1,2019-10-31 04:23:58.187337,2019-10-31 04:23:58.218580
2,2019-10-31 04:23:58.218580,2019-10-31 04:23:58.234202
3,2019-10-31 04:23:58.234202,2019-10-31 04:23:58.265443
4,2019-10-31 04:23:58.265443,2019-10-31 04:23:58.281067
5,2019-10-31 04:23:58.281067,2019-10-31 04:23:58.296691
6,2019-10-31 04:23:58.296691,2019-10-31 04:23:58.312313
7,2019-10-31 04:23:58.312313,2019-10-31 04:23:58.327935
8,2019-10-31 04:23:58.327935,2019-10-31 04:23:58.343556
9,2019-10-31 04:23:58.343556,2019-10-31 04:23:58.359175
10,2019-10-31 04:23:58.359175,2019-10-31 04:23:58.374792
11,2019-10-31 04:23:58.374792,2019-10-31 04:23:58.390414
12,2019-10-31 04:23:58.390414,2019-10-31 04:23:58.406036
13,2019-10-31 04:23:58.406036,2019-10-31 04:23:58.406036
14,2019-10-31 04:23:58.406036,2019-10-31 04:23:58.437277
15,2019-10-31 04:23:58.437277,2019-10-31 04:23:58.437277
16,2019-10-31 04:23:58.437277,2019-10-31 04:23:58.452899
17,2019-10-31 04:23:58.452899,2019-10-31 04:23:58.468520
18,2019-10-31 04:23:58.468520,2019-10-31 04:23:58.468520
19,2019-10-31 04:23:58.468520,2019-10-31 04:23:58.484142
