DuracaoIteracao
3.631863
3.274273
3.271888
3.243345
3.244328
3.276111
3.244118
3.1971410000000002
3.245058
3.214575
3.2616519999999998
3.227224
3.239373
3.230964
3.290247
3.290893
3.267235
3.291883
3.271663
3.304914

MEDIA: 3.2759374
DESVIO_PADRAO: 0.08833454656880166
