DuracaoIteracao
4.553537
4.220607
4.169308
4.255643
4.222951
4.229755
4.184251
4.199678
4.230685
4.23098
4.19931
4.193229
4.175823
4.195586
4.146121
4.207508
4.162915
4.204563
4.161733
4.210481

MEDIA: 4.2177332
DESVIO_PADRAO: 0.08376138698306239
