DuracaoIteracao
4.632556
4.260166
4.287576
4.317657
4.304204
4.25244
4.335927
4.3068670000000004
4.319691
4.21772
4.307574
4.27902
4.278889
4.215319
4.217401
4.307862
4.310127
4.205604
4.23706
4.2514199999999995

MEDIA: 4.292254
DESVIO_PADRAO: 0.08960578008259587
