DuracaoIteracao
3.702909
3.383499
3.402652
3.413096
3.363261
3.368446
3.369524
3.400103
3.426196
3.325536
3.389583
3.342467
3.40618
3.372616
3.354219
3.342284
3.349072
3.3640689999999998
3.344823
3.341661

MEDIA: 3.3881098
DESVIO_PADRAO: 0.07908981605251748
