DuracaoIteracao
4.097464
3.771831
3.794058
3.803061
3.745064
3.744925
3.745855
3.779518
3.746387
3.77536
3.72515
3.75329
3.690356
3.725352
3.697485
3.74462
3.778155
3.74059
3.68945
3.755455

MEDIA: 3.7651713
DESVIO_PADRAO: 0.08432805271588244
