DuracaoIteracao
3.775845
3.486049
3.527287
3.510465
3.543169
3.496014
3.510373
3.478575
3.415038
3.525381
3.528264
3.510152
3.4799889999999998
3.4621399999999998
3.446275
3.465673
3.480666
3.493676
3.525822
3.5388349999999997

MEDIA: 3.5099844
DESVIO_PADRAO: 0.07065238394487998
