DuracaoIteracao
5.074021
4.668845
4.598815
4.382555
4.451903
4.310775
4.230785
4.228751
4.320911
4.306768
4.247613
4.311463
4.245205
4.281416
4.254212
4.239809
4.292562
4.248816
4.25897
4.271875

MEDIA: 4.3613035
DESVIO_PADRAO: 0.20605723289582492
