DuracaoIteracao
3.7307740000000003
3.222049
3.226106
3.196622
3.23461
3.228559
3.235785
3.277941
3.237581
3.387304
3.232199
3.198323
3.279456
3.210231
3.201412
3.159045
3.199557
3.226928
3.1815160000000002
3.229423

MEDIA: 3.25477105
DESVIO_PADRAO: 0.1213598899994623
