q11,0.453052
q12,0.45297
q13,0.406153
q21,0.43733
q22,0.406152
q23,0.453021
q31,0.437392
q32,0.437367
q33,0.468597
q34,0.452999
q41,0.43727
q42,0.437366
q43,0.437397
MEDIA: 0.4397743076923077
DESVIO PADRAO: 0.01785954111198743
