DuracaoIteracao
0.249977
0.015587
0.031241
0.015623
0.01562
0.031242
0.015622
0.015621
0.015622
0.015621
0.015621
0.015624
0.015619
0.015624
0.015619
0.01562
0.0
0.015623
0.015621
0.015622

MEDIA: 0.02811845
DESVIO_PADRAO: 0.05258127867904778
