DuracaoIteracao
0.249939
0.031245
0.031241
0.031245
0.015621
0.03124
0.031243
0.015624
0.015657
0.015585
0.031241
0.015623
0.015622
0.015619
0.0
0.015621
0.015623
0.01562
0.015656
0.015589

MEDIA: 0.031242699999999998
DESVIO_PADRAO: 0.05218004408230774
