DuracaoIteracao
0.265588
0.015636
0.015582
0.031242
0.015622
0.031244
0.01562
0.015621
0.015621
0.015624
0.015619
0.015621
0.015623
0.0
0.015621
0.015622
0.015619
0.0
0.015624
0.0

MEDIA: 0.02733745
DESVIO_PADRAO: 0.056642061528119396
