datatime,cpuPercent,usedMB,memPercent
2019-10-09 04:40:58.460531,0.0,4860833792,28.5
2019-10-09 04:40:58.583902,1.7,4860837888,28.5
2019-10-09 04:40:58.697154,0.0,4860841984,28.5
2019-10-09 04:40:58.805365,0.0,4860841984,28.5
2019-10-09 04:40:58.916588,0.0,4861067264,28.5
2019-10-09 04:40:59.023517,0.0,4861067264,28.5
2019-10-09 04:40:59.132872,0.0,4861067264,28.5
2019-10-09 04:40:59.242611,11.5,4861026304,28.5
2019-10-09 04:40:59.359222,3.3,4861059072,28.5
2019-10-09 04:40:59.473162,19.6,4861374464,28.5
2019-10-09 04:40:59.578703,7.4,4861374464,28.5
2019-10-09 04:40:59.691770,1.7,4861374464,28.5
2019-10-09 04:40:59.801060,5.4,4861403136,28.5
2019-10-09 04:40:59.911639,3.7,4861378560,28.5
2019-10-09 04:41:00.012511,9.6,4861390848,28.5
2019-10-09 04:41:00.127175,0.0,4861390848,28.5
2019-10-09 04:41:00.227629,3.0,4861390848,28.5
2019-10-09 04:41:00.345376,4.8,4861390848,28.5
2019-10-09 04:41:00.445382,0.0,4861374464,28.5
2019-10-09 04:41:00.555045,0.0,4861390848,28.5
2019-10-09 04:41:00.664390,0.0,4861390848,28.5
2019-10-09 04:41:00.773988,0.0,4861374464,28.5
2019-10-09 04:41:00.878718,0.0,4861374464,28.5
2019-10-09 04:41:00.990215,0.0,4861366272,28.5
2019-10-09 04:41:01.100912,0.0,4861366272,28.5
2019-10-09 04:41:01.210252,1.7,4861366272,28.5
2019-10-09 04:41:01.323555,1.6,4861390848,28.5
2019-10-09 04:41:01.436945,0.0,4861587456,28.5
2019-10-09 04:41:01.546654,0.0,4861587456,28.5
2019-10-09 04:41:01.649278,5.5,4861587456,28.5
2019-10-09 04:41:01.751132,1.8,4861587456,28.5
2019-10-09 04:41:01.860476,5.6,4861587456,28.5
2019-10-09 04:41:01.975904,0.0,4861587456,28.5
2019-10-09 04:41:02.076142,0.0,4861571072,28.5
2019-10-09 04:41:02.187214,0.0,4861571072,28.5
2019-10-09 04:41:02.287742,1.9,4861571072,28.5
2019-10-09 04:41:02.388216,5.5,4861587456,28.5
2019-10-09 04:41:02.495499,0.0,4861259776,28.5
2019-10-09 04:41:02.605022,0.0,4861259776,28.5
2019-10-09 04:41:02.715710,0.0,4861259776,28.5
2019-10-09 04:41:02.826729,0.0,4861259776,28.5
2019-10-09 04:41:02.926981,7.7,4861231104,28.5
2019-10-09 04:41:03.042005,0.0,4861231104,28.5
2019-10-09 04:41:03.151352,0.0,4861231104,28.5
2019-10-09 04:41:03.251905,0.0,4861231104,28.5
2019-10-09 04:41:03.361251,0.0,4861259776,28.5
2019-10-09 04:41:03.461509,4.7,4861259776,28.5
2019-10-09 04:41:03.575483,0.0,4861259776,28.5
2019-10-09 04:41:03.687480,0.0,4861243392,28.5
2019-10-09 04:41:03.803322,2.2,4861243392,28.5
2019-10-09 04:41:03.903446,0.0,4861243392,28.5
2019-10-09 04:41:04.007034,5.6,4861259776,28.5
2019-10-09 04:41:04.111417,0.0,4861243392,28.5
2019-10-09 04:41:04.226971,0.0,4861136896,28.5
2019-10-09 04:41:04.336986,0.0,4861136896,28.5
2019-10-09 04:41:04.446341,0.0,4861136896,28.5
2019-10-09 04:41:04.558226,0.0,4861136896,28.5
2019-10-09 04:41:04.670710,0.0,4861136896,28.5
2019-10-09 04:41:04.770842,1.9,4861136896,28.5
2019-10-09 04:41:04.880253,0.0,4861136896,28.5
2019-10-09 04:41:04.980560,0.0,4861136896,28.5
2019-10-09 04:41:05.091027,1.9,4861136896,28.5
2019-10-09 04:41:05.206514,0.0,4861136896,28.5
2019-10-09 04:41:05.315869,3.6,4861108224,28.5
2019-10-09 04:41:05.424210,0.0,4861108224,28.5
2019-10-09 04:41:05.524454,0.0,4861136896,28.5
2019-10-09 04:41:05.635817,0.0,4861136896,28.5
2019-10-09 04:41:05.737405,0.0,4861136896,28.5
2019-10-09 04:41:05.846758,0.0,4861136896,28.5
2019-10-09 04:41:05.953417,0.0,4861136896,28.5
2019-10-09 04:41:06.062771,0.0,4861120512,28.5
2019-10-09 04:41:06.172306,0.0,4861120512,28.5
2019-10-09 04:41:06.281649,0.0,4861120512,28.5
2019-10-09 04:41:06.381895,1.9,4861120512,28.5
2019-10-09 04:41:06.491242,0.0,4861136896,28.5
2019-10-09 04:41:06.591569,0.0,4861136896,28.5
2019-10-09 04:41:06.708916,0.0,4861124608,28.5
2019-10-09 04:41:06.821139,1.5,4861124608,28.5
2019-10-09 04:41:06.935687,0.0,4861124608,28.5
2019-10-09 04:41:07.046650,0.0,4861104128,28.5
2019-10-09 04:41:07.160977,10.9,4861104128,28.5
2019-10-09 04:41:07.276369,0.0,4861104128,28.5
2019-10-09 04:41:07.387051,0.0,4861132800,28.5
2019-10-09 04:41:07.487287,6.2,4861468672,28.5
2019-10-09 04:41:07.593652,13.7,4861378560,28.5
2019-10-09 04:41:07.707793,5.5,4861378560,28.5
2019-10-09 04:41:07.821603,1.9,4861378560,28.5
2019-10-09 04:41:07.930892,0.0,4861378560,28.5
2019-10-09 04:41:08.031195,0.0,4861149184,28.5
2019-10-09 04:41:08.132062,0.0,4861149184,28.5
2019-10-09 04:41:08.243015,5.1,4861149184,28.5
2019-10-09 04:41:08.354729,5.5,4861173760,28.5
2019-10-09 04:41:08.467342,0.0,4861173760,28.5
2019-10-09 04:41:08.578339,0.0,4861145088,28.5
2019-10-09 04:41:08.689829,0.0,4861145088,28.5
2019-10-09 04:41:08.801089,6.0,4861145088,28.5
2019-10-09 04:41:08.902244,0.0,4861145088,28.5
2019-10-09 04:41:09.002474,0.0,4861145088,28.5
2019-10-09 04:41:09.109825,0.0,4861173760,28.5
2019-10-09 04:41:09.223054,0.0,4861173760,28.5
2019-10-09 04:41:09.323296,1.8,4861157376,28.5
2019-10-09 04:41:09.436203,0.0,4861149184,28.5
2019-10-09 04:41:09.536302,0.0,4861132800,28.5
2019-10-09 04:41:09.640438,0.0,4861149184,28.5
2019-10-09 04:41:09.752774,0.0,4861149184,28.5
2019-10-09 04:41:09.868051,1.8,4861149184,28.5
2019-10-09 04:41:09.968637,0.0,4861149184,28.5
2019-10-09 04:41:10.080843,0.0,4861149184,28.5
2019-10-09 04:41:10.187146,0.0,4861145088,28.5
2019-10-09 04:41:10.294926,1.7,4861145088,28.5
2019-10-09 04:41:10.406446,5.9,4861145088,28.5
2019-10-09 04:41:10.513872,0.0,4861145088,28.5
2019-10-09 04:41:10.625230,0.0,4861145088,28.5
2019-10-09 04:41:10.734578,3.6,4861145088,28.5
2019-10-09 04:41:10.839365,0.0,4861145088,28.5
2019-10-09 04:41:10.939929,1.9,4861145088,28.5
2019-10-09 04:41:11.055801,0.0,4861145088,28.5
2019-10-09 04:41:11.166494,0.0,4861145088,28.5
2019-10-09 04:41:11.275518,0.0,4861120512,28.5
2019-10-09 04:41:11.381689,0.0,4861120512,28.5
2019-10-09 04:41:11.488154,0.0,4861120512,28.5
2019-10-09 04:41:11.597609,0.0,4861128704,28.5
2019-10-09 04:41:11.711057,0.0,4861128704,28.5
2019-10-09 04:41:11.824887,0.0,4861128704,28.5
2019-10-09 04:41:11.925551,8.3,4861128704,28.5
2019-10-09 04:41:12.037673,0.0,4861128704,28.5
2019-10-09 04:41:12.148844,3.8,4861128704,28.5
2019-10-09 04:41:12.251197,0.0,4861128704,28.5
2019-10-09 04:41:12.360544,0.0,4861128704,28.5
2019-10-09 04:41:12.460794,3.4,4861128704,28.5
2019-10-09 04:41:12.570789,3.3,4861128704,28.5
2019-10-09 04:41:12.681831,0.0,4861128704,28.5
2019-10-09 04:41:12.793159,0.0,4861128704,28.5
2019-10-09 04:41:12.908515,0.0,4861128704,28.5
2019-10-09 04:41:13.017859,0.0,4861145088,28.5
2019-10-09 04:41:13.118595,0.0,4861145088,28.5
2019-10-09 04:41:13.227937,1.9,4861145088,28.5
2019-10-09 04:41:13.340429,0.0,4861145088,28.5
2019-10-09 04:41:13.453147,0.0,4861145088,28.5
2019-10-09 04:41:13.568697,4.7,4861116416,28.5
2019-10-09 04:41:13.682952,0.0,4861145088,28.5
2019-10-09 04:41:13.783103,0.0,4861145088,28.5
2019-10-09 04:41:13.892451,0.0,4861124608,28.5
2019-10-09 04:41:13.992697,1.6,4861124608,28.5
2019-10-09 04:41:14.093194,6.0,4861124608,28.5
2019-10-09 04:41:14.200540,0.0,4861120512,28.5
2019-10-09 04:41:14.316382,0.0,4861120512,28.5
2019-10-09 04:41:14.416500,0.0,4861120512,28.5
2019-10-09 04:41:14.519348,0.0,4861120512,28.5
2019-10-09 04:41:14.620280,5.7,4861120512,28.5
2019-10-09 04:41:14.733184,0.0,4861120512,28.5
2019-10-09 04:41:14.844556,3.8,4861120512,28.5
2019-10-09 04:41:14.948462,0.0,4861120512,28.5
2019-10-09 04:41:15.059795,0.0,4861120512,28.5
2019-10-09 04:41:15.171440,5.5,4861145088,28.5
2019-10-09 04:41:15.282057,0.0,4861145088,28.5
2019-10-09 04:41:15.393268,0.0,4861145088,28.5
2019-10-09 04:41:15.493510,7.3,4861128704,28.5
2019-10-09 04:41:15.594259,4.7,4861124608,28.5
2019-10-09 04:41:15.720673,0.0,4861124608,28.5
2019-10-09 04:41:15.820800,0.0,4861124608,28.5
2019-10-09 04:41:15.921609,0.0,4861124608,28.5
2019-10-09 04:41:16.021723,1.7,4861140992,28.5
2019-10-09 04:41:16.132549,0.0,4861140992,28.5
2019-10-09 04:41:16.232686,4.0,4861140992,28.5
2019-10-09 04:41:16.340054,0.0,4861140992,28.5
2019-10-09 04:41:16.449390,0.0,4861140992,28.5
2019-10-09 04:41:16.549644,0.0,4861140992,28.5
2019-10-09 04:41:16.649882,2.7,4861112320,28.5
2019-10-09 04:41:16.761704,0.0,4861112320,28.5
2019-10-09 04:41:16.861823,0.0,4861112320,28.5
2019-10-09 04:41:16.976851,0.0,4861112320,28.5
2019-10-09 04:41:17.077091,0.0,4861112320,28.5
2019-10-09 04:41:17.186444,0.0,4861112320,28.5
2019-10-09 04:41:17.286884,5.8,4861112320,28.5
2019-10-09 04:41:17.397616,0.0,4861112320,28.5
2019-10-09 04:41:17.513203,0.0,4861124608,28.5
2019-10-09 04:41:17.622875,0.0,4861112320,28.5
2019-10-09 04:41:17.738761,1.8,4861112320,28.5
2019-10-09 04:41:17.852682,0.0,4861112320,28.5
2019-10-09 04:41:17.963377,0.0,4861112320,28.5
2019-10-09 04:41:18.073017,0.0,4861112320,28.5
2019-10-09 04:41:18.183986,0.0,4861112320,28.5
2019-10-09 04:41:18.299629,0.0,4861128704,28.5
2019-10-09 04:41:18.400338,0.0,4861128704,28.5
2019-10-09 04:41:18.516064,1.8,4861128704,28.5
2019-10-09 04:41:18.626960,0.0,4861128704,28.5
2019-10-09 04:41:18.742800,0.0,4861128704,28.5
2019-10-09 04:41:18.853873,5.4,4861128704,28.5
2019-10-09 04:41:18.964700,0.0,4861128704,28.5
2019-10-09 04:41:19.066246,1.9,4861128704,28.5
2019-10-09 04:41:19.178985,0.0,4861128704,28.5
2019-10-09 04:41:19.279109,0.0,4861128704,28.5
2019-10-09 04:41:19.390562,6.0,4861128704,28.5
2019-10-09 04:41:19.497346,0.0,4861128704,28.5
2019-10-09 04:41:19.597459,0.0,4861112320,28.5
2019-10-09 04:41:19.708661,0.0,4861112320,28.5
2019-10-09 04:41:19.818014,0.0,4861112320,28.5
2019-10-09 04:41:19.932972,0.0,4861112320,28.5
2019-10-09 04:41:20.043537,0.0,4861128704,28.5
2019-10-09 04:41:20.154264,2.1,4861132800,28.5
2019-10-09 04:41:20.259685,0.0,4861132800,28.5
2019-10-09 04:41:20.359804,3.6,4861128704,28.5
2019-10-09 04:41:20.467016,2.1,4861128704,28.5
2019-10-09 04:41:20.579521,5.7,4861128704,28.5
2019-10-09 04:41:20.688872,0.0,4861112320,28.5
2019-10-09 04:41:20.802860,0.0,4861112320,28.5
2019-10-09 04:41:20.902975,0.0,4861112320,28.5
2019-10-09 04:41:21.017378,1.8,4861112320,28.5
2019-10-09 04:41:21.126671,0.0,4861128704,28.5
