iter,start,end
0, 2019-10-29 05:57:00.603133,2019-10-29 05:57:06.391550
1, 2019-10-29 05:57:06.391550,2019-10-29 05:57:10.032303
2, 2019-10-29 05:57:10.032303,2019-10-29 05:57:13.625798
3, 2019-10-29 05:57:13.625798,2019-10-29 05:57:17.236156
4, 2019-10-29 05:57:17.236156,2019-10-29 05:57:20.837330
5, 2019-10-29 05:57:20.837330,2019-10-29 05:57:24.470097
6, 2019-10-29 05:57:24.470097,2019-10-29 05:57:28.074614
7, 2019-10-29 05:57:28.074614,2019-10-29 05:57:31.677418
8, 2019-10-29 05:57:31.677418,2019-10-29 05:57:35.336024
9, 2019-10-29 05:57:35.336024,2019-10-29 05:57:38.958626
10, 2019-10-29 05:57:38.958626,2019-10-29 05:57:42.818850
11, 2019-10-29 05:57:42.818850,2019-10-29 05:57:46.489184
12, 2019-10-29 05:57:46.489184,2019-10-29 05:57:50.147491
13, 2019-10-29 05:57:50.147491,2019-10-29 05:57:53.757921
14, 2019-10-29 05:57:53.757921,2019-10-29 05:57:57.339468
15, 2019-10-29 05:57:57.339468,2019-10-29 05:58:01.001214
16, 2019-10-29 05:58:01.001214,2019-10-29 05:58:04.667265
17, 2019-10-29 05:58:04.667265,2019-10-29 05:58:08.239565
18, 2019-10-29 05:58:08.239565,2019-10-29 05:58:11.880612
19, 2019-10-29 05:58:11.880612,2019-10-29 05:58:15.541663
