iter,start,end
0, 2019-10-29 04:40:54.292972,2019-10-29 04:40:58.261104
1, 2019-10-29 04:40:58.261104,2019-10-29 04:41:01.938224
2, 2019-10-29 04:41:01.938224,2019-10-29 04:41:05.525853
3, 2019-10-29 04:41:05.525853,2019-10-29 04:41:09.150657
4, 2019-10-29 04:41:09.150657,2019-10-29 04:41:12.706035
5, 2019-10-29 04:41:12.706035,2019-10-29 04:41:16.274154
6, 2019-10-29 04:41:16.274154,2019-10-29 04:41:19.944994
7, 2019-10-29 04:41:19.944994,2019-10-29 04:41:23.484298
8, 2019-10-29 04:41:23.484298,2019-10-29 04:41:27.129174
9, 2019-10-29 04:41:27.129174,2019-10-29 04:41:30.710795
10, 2019-10-29 04:41:30.710795,2019-10-29 04:41:34.285210
11, 2019-10-29 04:41:34.285210,2019-10-29 04:41:37.905854
12, 2019-10-29 04:41:37.905854,2019-10-29 04:41:41.545449
13, 2019-10-29 04:41:41.545449,2019-10-29 04:41:45.136767
14, 2019-10-29 04:41:45.136767,2019-10-29 04:41:48.767686
15, 2019-10-29 04:41:48.767686,2019-10-29 04:41:52.323651
16, 2019-10-29 04:41:52.323651,2019-10-29 04:41:55.928134
17, 2019-10-29 04:41:55.928134,2019-10-29 04:41:59.450747
18, 2019-10-29 04:41:59.450747,2019-10-29 04:42:03.110293
19, 2019-10-29 04:42:03.110293,2019-10-29 04:42:06.666624
