DuracaoIteracao
0.24994
0.031244
0.03124
0.015623
0.031243
0.031243
0.01562
0.015623
0.015624
0.015617
0.015624
0.015619
0.015624
0.015621
0.015617
0.015622
0.015621
0.015624
0.01562
0.0

MEDIA: 0.02968045
DESVIO_PADRAO: 0.05240137194716124
