DuracaoIteracao
0.265559
0.015622
0.031245
0.031243
0.015621
0.03124
0.015622
0.015623
0.015621
0.015621
0.015624
0.01562
0.015621
0.015621
0.015619
0.015624
0.015619
0.015624
0.0
0.015621

MEDIA: 0.0296805
DESVIO_PADRAO: 0.05595662706766262
