DuracaoIteracao
0.234272
0.031243
0.015622
0.031243
0.031242
0.015623
0.01562
0.015624
0.031241
0.0
0.031241
0.0
0.015622
0.015658
0.015586
0.015619
0.015626
0.0
0.015619
0.015659

MEDIA: 0.028118
DESVIO_PADRAO: 0.049543648400598286
