iter,start,end
0,2019-10-31 03:35:09.203481,2019-10-31 03:35:09.469040
1,2019-10-31 03:35:09.469040,2019-10-31 03:35:09.484662
2,2019-10-31 03:35:09.484662,2019-10-31 03:35:09.515907
3,2019-10-31 03:35:09.515907,2019-10-31 03:35:09.547150
4,2019-10-31 03:35:09.547150,2019-10-31 03:35:09.562771
5,2019-10-31 03:35:09.562771,2019-10-31 03:35:09.594011
6,2019-10-31 03:35:09.594011,2019-10-31 03:35:09.609633
7,2019-10-31 03:35:09.609633,2019-10-31 03:35:09.625256
8,2019-10-31 03:35:09.625256,2019-10-31 03:35:09.640877
9,2019-10-31 03:35:09.640877,2019-10-31 03:35:09.656498
10,2019-10-31 03:35:09.656498,2019-10-31 03:35:09.672122
11,2019-10-31 03:35:09.672122,2019-10-31 03:35:09.687742
12,2019-10-31 03:35:09.687742,2019-10-31 03:35:09.703363
13,2019-10-31 03:35:09.703363,2019-10-31 03:35:09.718984
14,2019-10-31 03:35:09.718984,2019-10-31 03:35:09.734603
15,2019-10-31 03:35:09.734603,2019-10-31 03:35:09.750227
16,2019-10-31 03:35:09.750227,2019-10-31 03:35:09.765846
17,2019-10-31 03:35:09.765846,2019-10-31 03:35:09.781470
18,2019-10-31 03:35:09.781470,2019-10-31 03:35:09.781470
19,2019-10-31 03:35:09.781470,2019-10-31 03:35:09.797091
