DuracaoIteracao
38.289081
38.687141
39.037102
38.413816
38.650873
38.271086
38.486342
38.241805
38.31797
38.536469
38.587885
38.641854
38.531524
38.600761
38.556398
38.562974
38.405637
38.752458
38.749283
38.287104

MEDIA: 38.53037815
DESVIO_PADRAO: 0.19995842171555572
