DuracaoIteracao
23.603862
14.840257
14.777772
14.68405
14.887117
15.246412
15.027713
15.043336
15.371383
14.777771
14.715294
14.668416
14.699667
14.777772
14.777759
14.840227
14.824681
14.902742
14.840259
14.77777

MEDIA: 15.304213
DESVIO_PADRAO: 1.961930906025007
