DuracaoIteracao
24.135378
17.714574
17.495943
17.73017
17.605227
17.573988
18.230032
17.714576
17.511564
17.620823
17.652088
17.683359
17.730196
17.698901
17.902015
17.870789
17.699029
17.792649
17.589562
17.683399

MEDIA: 18.0317131
DESVIO_PADRAO: 1.4454736263473569
