DuracaoIteracao
24.884801
18.136361
18.651894
18.136374
18.120771
18.136355000000002
18.292502
18.651865
18.073875
18.058254
18.058253
17.980147
18.073942
18.151982
18.24571
18.073811
18.136431
18.245636
18.214528
18.308201

MEDIA: 18.53158465
DESVIO_PADRAO: 1.5058071501973973
