DuracaoIteracao
27.41546
13.371915
13.278156
13.278156
13.325013
13.278113
13.293766
13.278169
13.246873
13.590529
13.278185
13.293723
13.246942
13.278171
13.324982
13.293764
13.246909
13.340628
13.278185
13.26248

MEDIA: 14.01000595
DESVIO_PADRAO: 3.1561955839259768
