DuracaoIteracao
26.025136
17.370864
17.261626
17.402176
17.261593
17.33968
17.73018
17.574051
17.386558
17.542773
17.386526
17.355331
17.402174
17.339714999999998
17.449015
17.261593
17.261578
17.370889
17.449075
17.433425

MEDIA: 17.8301979
DESVIO_PADRAO: 1.9323444758112358
