iter,start,end
0, 2019-10-29 06:54:32.403280,2019-10-29 06:55:05.398492
1, 2019-10-29 06:55:05.398492,2019-10-29 06:55:38.073102
2, 2019-10-29 06:55:38.073102,2019-10-29 06:56:10.723747
3, 2019-10-29 06:56:10.723747,2019-10-29 06:56:43.254250
4, 2019-10-29 06:56:43.254250,2019-10-29 06:57:16.201025
5, 2019-10-29 06:57:16.201025,2019-10-29 06:57:48.892169
6, 2019-10-29 06:57:48.892169,2019-10-29 06:58:21.599995
7, 2019-10-29 06:58:21.599995,2019-10-29 06:58:54.150521
8, 2019-10-29 06:58:54.150521,2019-10-29 06:59:26.764502
9, 2019-10-29 06:59:26.764502,2019-10-29 06:59:59.413596
10, 2019-10-29 06:59:59.413596,2019-10-29 07:00:32.134092
11, 2019-10-29 07:00:32.134092,2019-10-29 07:01:04.869427
12, 2019-10-29 07:01:04.869427,2019-10-29 07:01:37.766785
13, 2019-10-29 07:01:37.766785,2019-10-29 07:02:10.374448
14, 2019-10-29 07:02:10.374448,2019-10-29 07:02:42.754151
15, 2019-10-29 07:02:42.754151,2019-10-29 07:03:15.270761
16, 2019-10-29 07:03:15.270761,2019-10-29 07:03:47.930860
17, 2019-10-29 07:03:47.930860,2019-10-29 07:04:20.424974
18, 2019-10-29 07:04:20.424974,2019-10-29 07:04:52.972422
19, 2019-10-29 07:04:52.972422,2019-10-29 07:05:25.615794
