iter,start,end
0,2019-10-27 11:08:42.340085,2019-10-27 11:08:42.355691
1,2019-10-27 11:08:42.355691,2019-10-27 11:08:42.355691
2,2019-10-27 11:08:42.355691,2019-10-27 11:08:42.371322
3,2019-10-27 11:08:42.371322,2019-10-27 11:08:42.371322
4,2019-10-27 11:08:42.371322,2019-10-27 11:08:42.386948
5,2019-10-27 11:08:42.386948,2019-10-27 11:08:42.386948
6,2019-10-27 11:08:42.386948,2019-10-27 11:08:42.402528
7,2019-10-27 11:08:42.402528,2019-10-27 11:08:42.402528
8,2019-10-27 11:08:42.402528,2019-10-27 11:08:42.418197
9,2019-10-27 11:08:42.418197,2019-10-27 11:08:42.418197
10,2019-10-27 11:08:42.418197,2019-10-27 11:08:42.433819
11,2019-10-27 11:08:42.433819,2019-10-27 11:08:42.433819
12,2019-10-27 11:08:42.433819,2019-10-27 11:08:42.449440
13,2019-10-27 11:08:42.449440,2019-10-27 11:08:42.449440
14,2019-10-27 11:08:42.449440,2019-10-27 11:08:42.465060
15,2019-10-27 11:08:42.465060,2019-10-27 11:08:42.465060
16,2019-10-27 11:08:42.465060,2019-10-27 11:08:42.465060
17,2019-10-27 11:08:42.465060,2019-10-27 11:08:42.480683
18,2019-10-27 11:08:42.480683,2019-10-27 11:08:42.480683
19,2019-10-27 11:08:42.480683,2019-10-27 11:08:42.496302
