iter,start,end
0,2019-10-27 11:03:41.704402,2019-10-27 11:03:41.720024
1,2019-10-27 11:03:41.720024,2019-10-27 11:03:41.735671
2,2019-10-27 11:03:41.735671,2019-10-27 11:03:41.735671
3,2019-10-27 11:03:41.735671,2019-10-27 11:03:41.751268
4,2019-10-27 11:03:41.751268,2019-10-27 11:03:41.751268
5,2019-10-27 11:03:41.751268,2019-10-27 11:03:41.766887
6,2019-10-27 11:03:41.766887,2019-10-27 11:03:41.766887
7,2019-10-27 11:03:41.766887,2019-10-27 11:03:41.766887
8,2019-10-27 11:03:41.766887,2019-10-27 11:03:41.782547
9,2019-10-27 11:03:41.782547,2019-10-27 11:03:41.782547
10,2019-10-27 11:03:41.782547,2019-10-27 11:03:41.798175
11,2019-10-27 11:03:41.798175,2019-10-27 11:03:41.798175
12,2019-10-27 11:03:41.798175,2019-10-27 11:03:41.798175
13,2019-10-27 11:03:41.798175,2019-10-27 11:03:41.813797
14,2019-10-27 11:03:41.813797,2019-10-27 11:03:41.813797
15,2019-10-27 11:03:41.813797,2019-10-27 11:03:41.813797
16,2019-10-27 11:03:41.813797,2019-10-27 11:03:41.829373
17,2019-10-27 11:03:41.829373,2019-10-27 11:03:41.829373
18,2019-10-27 11:03:41.829373,2019-10-27 11:03:41.845039
19,2019-10-27 11:03:41.845039,2019-10-27 11:03:41.845039
