iter,start,end
0,2019-10-27 10:58:41.108130,2019-10-27 10:58:41.123718
1,2019-10-27 10:58:41.123718,2019-10-27 10:58:41.123718
2,2019-10-27 10:58:41.123718,2019-10-27 10:58:41.139339
3,2019-10-27 10:58:41.139339,2019-10-27 10:58:41.154960
4,2019-10-27 10:58:41.154960,2019-10-27 10:58:41.154960
5,2019-10-27 10:58:41.154960,2019-10-27 10:58:41.170606
6,2019-10-27 10:58:41.170606,2019-10-27 10:58:41.186251
7,2019-10-27 10:58:41.186251,2019-10-27 10:58:41.186251
8,2019-10-27 10:58:41.186251,2019-10-27 10:58:41.201866
9,2019-10-27 10:58:41.201866,2019-10-27 10:58:41.201866
10,2019-10-27 10:58:41.201866,2019-10-27 10:58:41.217489
11,2019-10-27 10:58:41.217489,2019-10-27 10:58:41.217489
12,2019-10-27 10:58:41.217489,2019-10-27 10:58:41.233111
13,2019-10-27 10:58:41.233111,2019-10-27 10:58:41.248690
14,2019-10-27 10:58:41.248690,2019-10-27 10:58:41.248690
15,2019-10-27 10:58:41.248690,2019-10-27 10:58:41.264346
16,2019-10-27 10:58:41.264346,2019-10-27 10:58:41.279971
17,2019-10-27 10:58:41.279971,2019-10-27 10:58:41.279971
18,2019-10-27 10:58:41.279971,2019-10-27 10:58:41.295553
19,2019-10-27 10:58:41.295553,2019-10-27 10:58:41.311176
