iter,start,end
0,2019-10-27 10:48:39.928908,2019-10-27 10:48:39.944529
1,2019-10-27 10:48:39.944529,2019-10-27 10:48:39.960150
2,2019-10-27 10:48:39.960150,2019-10-27 10:48:39.960150
3,2019-10-27 10:48:39.960150,2019-10-27 10:48:39.975772
4,2019-10-27 10:48:39.975772,2019-10-27 10:48:39.991432
5,2019-10-27 10:48:39.991432,2019-10-27 10:48:39.991432
6,2019-10-27 10:48:39.991432,2019-10-27 10:48:40.007039
7,2019-10-27 10:48:40.007039,2019-10-27 10:48:40.007039
8,2019-10-27 10:48:40.007039,2019-10-27 10:48:40.022636
9,2019-10-27 10:48:40.022636,2019-10-27 10:48:40.038303
10,2019-10-27 10:48:40.038303,2019-10-27 10:48:40.038303
11,2019-10-27 10:48:40.038303,2019-10-27 10:48:40.053923
12,2019-10-27 10:48:40.053923,2019-10-27 10:48:40.053923
13,2019-10-27 10:48:40.053923,2019-10-27 10:48:40.069530
14,2019-10-27 10:48:40.069530,2019-10-27 10:48:40.085161
15,2019-10-27 10:48:40.085161,2019-10-27 10:48:40.085161
16,2019-10-27 10:48:40.085161,2019-10-27 10:48:40.100742
17,2019-10-27 10:48:40.100742,2019-10-27 10:48:40.100742
18,2019-10-27 10:48:40.100742,2019-10-27 10:48:40.116401
19,2019-10-27 10:48:40.116401,2019-10-27 10:48:40.132017
